customer_id,age,city,gender,income,free_shipping,average_spend
1,47.4787598229013,Bangalore,Female,1.72197966359072,0,41.1359343640008
2,27.8487489125691,Delhi,Male,1.53950934720786,0,55.7264374267239
3,57.6706526149064,Bombay,Female,3.15945919064822,0,56.5209256566278
4,43.9009031574242,Bombay,Male,0.636485202474451,0,50.4973010530973
5,21.0636335755698,Bombay,Female,1.43341268068096,0,44.6673984762864
6,51.1185059966519,Bangalore,Male,1.18380041926135,0,48.7925647190801
7,28.7289912495762,Bombay,Female,1.48585327555291,0,52.7907381115241
8,37.8953243028373,Bombay,Female,0.413767803901813,0,52.3665064439948
9,30.954568955116,Bangalore,Male,0.383631124948563,0,47.6199979018019
10,33.4794945698231,Delhi,Female,1.11485690460141,0,49.1580909363998
11,96.899707143195,Bombay,Female,3.28563189399685,0,52.6851083423797
12,77.2605933235027,Bangalore,Male,3.11278911682954,0,51.5037036301649
13,24.7673953170888,Bangalore,Male,1.46556542089249,0,47.450032265345
14,26.5114442594349,Bombay,Male,1.52693582723375,0,47.5765323823186
15,43.3724429071881,Bombay,Female,0.680665186337565,0,40.3888023038011
16,20.9255976765417,Delhi,Female,2.30715233130432,0,49.4448956269065
17,41.6509112217464,Bombay,Female,3.54340004249582,0,45.5787133486482
18,52.3570177294314,Bombay,Male,2.24502181814296,0,49.6369779359285
19,34.7986137946136,Delhi,Female,1.53507038015749,0,50.4497734689291
20,29.9771076515317,Delhi,Male,8.65372278053703,0,48.9621120155184
21,96.0983849563636,Bangalore,Male,4.00911453245858,0,41.9171873976967
22,22.8084606169723,Bombay,Male,0.897696064023019,0,50.0598932678443
23,38.3057081787847,Delhi,Female,0.659681967884602,0,47.5229198474282
24,65.5804241374135,Delhi,Male,2.54866899968902,0,43.6584880736341
25,61.1313134725206,Bombay,Female,3.04700606262169,0,53.4743610643875
26,51.5725803971291,Bangalore,Male,5.86478822641498,0,51.5891885593164
27,50.593870641198,Delhi,Female,0.320726126944674,0,47.9823968257637
28,38.6661545336246,Bombay,Male,1.29687019098178,0,51.2726320885794
